Circo;Inscrits;%_Exp/Ins;Couleur;Nom;Voix;%_Voix/Ins;%_Voix/Exp,qualifie
7_3;78267;54.68;DVD;Amandine MOLLIER;468;0.6;1.09;non
7_3;78267;54.68;DLF;Jean-Pierre MÉJEAN;458;0.59;1.07;non
7_3;78267;54.68;DIV;Caroline BALDAN;306;0.39;0.71;non
7_3;78267;54.68;EXD;Alain COPPENS;303;0.39;0.71;non
7_3;78267;54.68;EXG;Coralie LAURENT;209;0.27;0.49;non
7_3;78267;54.68;DVD;Laurent TOUZET;171;0.22;0.4;non
8_1;73343;47.09;LR;Bérengère POLETTI;13053;17.8;37.79;oui
8_1;73343;47.09;REM;Jean-Pierre MORALI;8004;10.91;23.17;oui
8_1;73343;47.09;FN;Sophie LORENZO;7278;9.92;21.07;non
8_1;73343;47.09;FI;Françoise VERLHAC;2040;2.78;5.91;non
8_1;73343;47.09;ECO;Christophe DUMONT;1491;2.03;4.32;non
8_1;73343;47.09;COM;Sylvain DALLA-ROSA;1282;1.75;3.71;non
8_1;73343;47.09;DIV;Fabien ANDRÉO;450;0.61;1.3;non
8_1;73343;47.09;ECO;Sylvie GOULDEN;410;0.56;1.19;non
8_1;73343;47.09;EXG;Nesida POMMIER;330;0.45;0.96;non
8_1;73343;47.09;DIV;Nicolas FERIO;201;0.27;0.58;non
10_3;65660;47.88;MDM;Pascal LANDRÉAT;10180;15.5;32.38;oui
10_3;65660;47.88;LR;Gérard MENUEL;7373;11.23;23.45;oui
10_3;65660;47.88;FN;Angélique RANC;6697;10.2;21.3;non
10_3;65660;47.88;FI;Yves BOUTEILLER;3182;4.85;10.12;non
10_3;65660;47.88;SOC;David BLANCHON;1184;1.8;3.77;non
10_3;65660;47.88;ECO;Nelly COLLOT-TOUZÉ;624;0.95;1.98;non
10_3;65660;47.88;COM;Arnaud PACOT;622;0.95;1.98;non
10_3;65660;47.88;DLF;Laurent STOCCO;589;0.9;1.87;non
10_3;65660;47.88;DVG;Dominique DEHARBE;423;0.64;1.35;non
10_3;65660;47.88;DIV;Chrystel CARTE;295;0.45;0.94;non
10_3;65660;47.88;EXG;Pascal ANDRIEUX;270;0.41;0.86;non
11_1;95107;51.59;REM;Danièle HÉRIN;13486;14.18;27.49;oui
11_1;95107;51.59;FN;Christophe BARTHÈS;11199;11.78;22.82;oui
11_1;95107;51.59;FI;Marine TORO;6964;7.32;14.19;non
11_1;95107;51.59;SOC;Alain GINIES;4868;5.12;9.92;non
11_1;95107;51.59;LR;Miren DE LORGERIL;4712;4.95;9.6;non
11_1;95107;51.59;DVG;Jean-Claude PEREZ;2541;2.67;5.18;non
11_1;95107;51.59;COM;Mylène VESENTINI;1462;1.54;2.98;non
11_1;95107;51.59;DLF;Hervé BOISSONADE;882;0.93;1.8;non
11_1;95107;51.59;UDI;Yamina MAMOU;599;0.63;1.22;non
11_1;95107;51.59;ECO;Nicole ESCOURBIAC;578;0.61;1.18;non
11_1;95107;51.59;DIV;Patricia DANDEU;573;0.6;1.17;non
11_1;95107;51.59;DIV;Arthur CHEVIGNARD;360;0.38;0.73;non
11_1;95107;51.59;DVG;Pierre FABRE;297;0.31;0.61;non
11_1;95107;51.59;DIV;Marie SANZ;294;0.31;0.6;non
11_1;95107;51.59;EXG;Nicole GADRAT;250;0.26;0.51;non
11_3;88651;54.94;REM;Mireille ROBERT;14223;16.04;29.2;oui
11_3;88651;54.94;SOC;André VIOLA;9430;10.64;19.36;oui
11_3;88651;54.94;FN;Christelle DE L'EPINOIS;9053;10.21;18.59;non
11_3;88651;54.94;FI;Manon LE BRETTON;7185;8.1;14.75;non
11_3;88651;54.94;LR;Catherine VERGÉ;5197;5.86;10.67;non
11_3;88651;54.94;ECO;Daniel DEDIES;1539;1.74;3.16;non
11_3;88651;54.94;ECO;Jacques CROS;1145;1.29;2.35;non
11_3;88651;54.94;DIV;Walter LUPANO;370;0.42;0.76;non
11_3;88651;54.94;EXG;Dominique GALONNIER;305;0.34;0.63;non
11_3;88651;54.94;EXG;Michel MARTIN;144;0.16;0.3;non
11_3;88651;54.94;DVG;Michel FERNANDEZ;100;0.11;0.21;non
11_3;88651;54.94;DVD;Marie RECHE;15;0.02;0.03;non
12_1;76414;56.89;REM;Stéphane MAZARS;19962;26.12;45.92;oui
12_1;76414;56.89;LR;Yves CENSI;9923;12.99;22.83;oui
12_1;76414;56.89;FI;Pierre DEFONTAINES;4756;6.22;10.94;non
12_1;76414;56.89;SOC;Sarah VIDAL;3569;4.67;8.21;non
12_1;76414;56.89;FN;Matthieu DANEN;3232;4.23;7.43;non
12_1;76414;56.89;ECO;Christian LAMMENS;937;1.23;2.16;non
12_1;76414;56.89;COM;Anne MINIER;367;0.48;0.84;non
12_1;76414;56.89;ECO;Michel RAYNAL;335;0.44;0.77;non
12_1;76414;56.89;DIV;Valérie VAGNER;202;0.26;0.46;non
12_1;76414;56.89;EXG;Arlette SAINT-AVIT;188;0.25;0.43;non
11_2;88902;48.29;REM;Alain PEREA;11729;13.19;27.32;oui
11_2;88902;48.29;FN;Jean-François DARAUD;8492;9.55;19.78;oui
11_2;88902;48.29;LR;Michel PY;6842;7.7;15.94;non
11_2;88902;48.29;SOC;Marie-Hélène FABRE;5786;6.51;13.48;non
11_2;88902;48.29;FI;Jean-Hugues SILBERMAN;5244;5.9;12.21;non
11_2;88902;48.29;COM;Xavier VERDEJO;1296;1.46;3.02;non
11_2;88902;48.29;ECO;Marie-Laure ARRIPE;1025;1.15;2.39;non
11_2;88902;48.29;DLF;André JACQUES;586;0.66;1.36;non
11_2;88902;48.29;EXD;Laurence FUNÈS;493;0.55;1.15;non
11_2;88902;48.29;DVD;Gérard LENFANT;305;0.34;0.71;non
11_2;88902;48.29;DVG;Renaud LAUS;280;0.31;0.65;non
11_2;88902;48.29;EXG;Annette VIGIER;229;0.26;0.53;non
11_2;88902;48.29;DIV;Pierre MARTINEZ;224;0.25;0.52;non
11_2;88902;48.29;EXD;Maximilien FAIVRE;143;0.16;0.33;non
11_2;88902;48.29;DIV;Dominique COUTARD;133;0.15;0.31;non
11_2;88902;48.29;DIV;Jordan PERELLO;128;0.14;0.3;non
11_2;88902;48.29;DVD;Aurore DEBONO;0;0.0;0.0;non
13_1;78421;43.81;REM;Pascal CHAMASSIAN;10111;12.89;29.43;oui
13_1;78421;43.81;LR;Valérie BOYER;8481;10.81;24.68;oui
13_1;78421;43.81;FN;Franck ALLISIO;6834;8.71;19.89;non
13_1;78421;43.81;FI;Bernard BORGIALLI;4205;5.36;12.24;non
13_1;78421;43.81;SOC;Gérard OREGGIA;883;1.13;2.57;non
13_1;78421;43.81;COM;Christine DIDON;839;1.07;2.44;non
13_1;78421;43.81;ECO;Anne-Marie DANIELE;623;0.79;1.81;non
13_1;78421;43.81;DLF;Paul ROUDIER;483;0.62;1.41;non
13_1;78421;43.81;ECO;Anne BENHAMOU;364;0.46;1.06;non
13_1;78421;43.81;DIV;Xavier BONNARD;280;0.36;0.81;non
13_1;78421;43.81;DIV;Sherazade OMOURI;185;0.24;0.54;non
13_1;78421;43.81;DIV;Arthur GHILAIN;157;0.2;0.46;non
13_1;78421;43.81;ECO;Faustine THIBAUD;152;0.19;0.44;non
13_1;78421;43.81;DVG;Vincent MANNONE;151;0.19;0.44;non
13_1;78421;43.81;RDG;France GAMERRE;146;0.19;0.42;non
13_1;78421;43.81;EXD;Laurie BIANCIOTTO;132;0.17;0.38;non
13_1;78421;43.81;EXG;Marc CECON;120;0.15;0.35;non
13_1;78421;43.81;DIV;Nadia OMANI;103;0.13;0.3;non
13_1;78421;43.81;DVD;Alain PERSIA;98;0.12;0.29;non
13_1;78421;43.81;DVG;Sophie DAHAN;11;0.01;0.03;non
13_1;78421;43.81;DVG;Souaad RADY;0;0.0;0.0;non
13_1;78421;43.81;ECO;Fouad ABDALLAH;0;0.0;0.0;non
12_3;71827;56.14;LR;Arnaud VIALA;14525;20.22;36.02;oui
12_3;71827;56.14;REM;Jean-Louis AUSTRUY;13122;18.27;32.54;oui
12_3;71827;56.14;FI;Catherine LAUR;5124;7.13;12.71;non
12_3;71827;56.14;FN;Muriel ABRIAC;3476;4.84;8.62;non
12_3;71827;56.14;COM;Sophie TARROUX;1556;2.17;3.86;non
12_3;71827;56.14;DVG;Régina GARCINI;1062;1.48;2.63;non
12_3;71827;56.14;ECO;Thierry NOËL;529;0.74;1.31;non
12_3;71827;56.14;DLF;Henri TEMPLE;465;0.65;1.15;non
12_3;71827;56.14;EXG;Bernard COMBES;285;0.4;0.71;non
12_3;71827;56.14;DIV;Bruno PACCHIELE;178;0.25;0.44;non
13_2;78732;50.02;REM;Claire PITOLLAT;14372;18.25;36.49;oui
13_2;78732;50.02;LR;Dominique TIAN;9933;12.62;25.22;oui
13_2;78732;50.02;FN;Caroline SICARD;5012;6.37;12.73;non
13_2;78732;50.02;FI;Ariane GIL;4124;5.24;10.47;non
13_2;78732;50.02;ECO;Christine JUSTE;1532;1.95;3.89;non
13_2;78732;50.02;SOC;Annie LEVY-MOZZICONACCI;1326;1.68;3.37;non
13_2;78732;50.02;COM;Audrey GARINO;1128;1.43;2.86;non
13_2;78732;50.02;ECO;Dominique SURRY;572;0.73;1.45;non
13_2;78732;50.02;DLF;Bernadette MONETTO;547;0.69;1.39;non
13_2;78732;50.02;EXD;Michèle CARAYON;240;0.3;0.61;non
13_2;78732;50.02;DIV;Natacha CETRI;200;0.25;0.51;non
13_2;78732;50.02;ECO;Mohamed MOSBAH;142;0.18;0.36;non
13_2;78732;50.02;EXG;Brigitte ESPAZE;113;0.14;0.29;non
13_2;78732;50.02;REG;Sylvie GIOVANNINI;92;0.12;0.23;non
13_2;78732;50.02;DIV;Sacha GUERBE;46;0.06;0.12;non
13_2;78732;50.02;DIV;Jean GAUTIER;4;0.01;0.01;non
13_2;78732;50.02;DIV;Sébastien PERETTI;0;0.0;0.0;non
13_4;59698;41.31;FI;Jean-Luc MÉLENCHON;8460;14.17;34.31;oui
13_4;59698;41.31;REM;Corinne VERSINI;5587;9.36;22.66;oui
13_4;59698;41.31;SOC;Patrick MENNUCCI;3065;5.13;12.43;non
13_4;59698;41.31;FN;Jeanne MARTI;2692;4.51;10.92;non
13_4;59698;41.31;LR;Solange BIAGGI;2621;4.39;10.63;non
13_4;59698;41.31;ECO;Lydie GANDON;409;0.69;1.66;non
13_4;59698;41.31;DVG;Jean KERGOMARD;221;0.37;0.9;non
13_4;59698;41.31;DVG;Halidi ABOUBACAR;200;0.34;0.81;non
13_4;59698;41.31;DIV;Zita ETOUNDI;194;0.32;0.79;non
13_4;59698;41.31;DIV;Nora AKHAZZANE;191;0.32;0.77;non
13_4;59698;41.31;EXG;Isabelle BONNET;178;0.3;0.72;non
13_4;59698;41.31;DIV;Mohamed NAÏLI;155;0.26;0.63;non
13_4;59698;41.31;DIV;Cyril BRET;148;0.25;0.6;non
13_4;59698;41.31;DLF;Gabriel DUPLAIX;147;0.25;0.6;non
13_4;59698;41.31;DVG;Ferdinand RICHARD;133;0.22;0.54;non
13_4;59698;41.31;EXD;Martine CARPENTIER;111;0.19;0.45;non
13_4;59698;41.31;DIV;Léo Hassan TAHIRI;89;0.15;0.36;non
13_4;59698;41.31;REG;Julie BOUHET-MASSIANI;37;0.06;0.15;non
13_4;59698;41.31;DIV;Jean-Victor SHILLING-FORD;23;0.04;0.09;non
13_4;59698;41.31;DVD;Selma BOUDOUAYA;0;0.0;0.0;non
13_3;73503;39.81;FN;Stéphane RAVIER;9024;12.28;30.84;oui
13_3;73503;39.81;REM;Alexandra LOUIS;7284;9.91;24.89;oui
13_3;73503;39.81;FI;Sarah SOILIHI;5403;7.35;18.47;non
13_3;73503;39.81;LR;Richard MIRON;3778;5.14;12.91;non
13_3;73503;39.81;SOC;Anne DI MARINO;1306;1.78;4.46;non
13_3;73503;39.81;ECO;Karim MOUACI;493;0.67;1.68;non
13_3;73503;39.81;ECO;Sabrina MORGANTI;467;0.64;1.6;non
13_3;73503;39.81;EXD;Antoine MAGGIO;364;0.5;1.24;non
13_3;73503;39.81;DLF;Simone CHARIN;314;0.43;1.07;non
13_3;73503;39.81;EXG;Jacqueline GRANDEL;244;0.33;0.83;non
13_3;73503;39.81;DIV;Farid ZIDANE;206;0.28;0.7;non
13_3;73503;39.81;DVG;Victor Hugo ESPINOSA;120;0.16;0.41;non
13_3;73503;39.81;DVG;Fatou MOUMINI;82;0.11;0.28;non
13_3;73503;39.81;EXD;Karine HAROUCHE;79;0.11;0.27;non
13_3;73503;39.81;REG;Anne CECCALDI;77;0.1;0.26;non
13_3;73503;39.81;ECO;Djara SALI;19;0.03;0.06;non
13_3;73503;39.81;DVG;Christophe MASSE;0;0.0;0.0;non
13_6;75665;44.53;MDM;Eléonore LEPRETTRE;11169;14.76;33.15;oui
13_6;75665;44.53;LR;Guy TEISSIER;8659;11.44;25.7;oui
13_6;75665;44.53;FN;Eléonore BEZ;6171;8.16;18.31;non
13_6;75665;44.53;FI;Annie GAL;3894;5.15;11.56;non
13_6;75665;44.53;ECO;Hervé MENCHON;1115;1.47;3.31;non
13_6;75665;44.53;COM;Anthony GONÇALVES;969;1.28;2.88;non
13_6;75665;44.53;ECO;Dominique LAUMONIER;493;0.65;1.46;non
13_6;75665;44.53;DLF;Véronique PUCCINI;315;0.42;0.93;non
13_6;75665;44.53;EXD;Vincent VIDAL;254;0.34;0.75;non
13_6;75665;44.53;DIV;Elisa PERGAMENTER;156;0.21;0.46;non
13_6;75665;44.53;RDG;Michel VILLENEUVE;138;0.18;0.41;non
13_6;75665;44.53;EXG;Véronique MOREL;131;0.17;0.39;non
13_6;75665;44.53;ECO;David DUFOUR;121;0.16;0.36;non
13_6;75665;44.53;DIV;Clément DUFOUR;57;0.08;0.17;non
13_6;75665;44.53;DVD;Stéphanie BRUN;54;0.07;0.16;non
13_6;75665;44.53;DVD;Abdel LABIBES;0;0.0;0.0;non
13_5;69062;48.03;REM;Cathy RACON-BOUZON;9621;13.93;29.0;oui
13_5;69062;48.03;FI;Hendrik DAVI;6296;9.12;18.98;oui
13_5;69062;48.03;LR;Yves MORAINE;6253;9.05;18.85;non
13_5;69062;48.03;FN;Jean-François LUC;4764;6.9;14.36;non
13_5;69062;48.03;COM;Isabelle PASQUET;1035;1.5;3.12;non
13_5;69062;48.03;ECO;Christophe MADROLLE;892;1.29;2.69;non
13_5;69062;48.03;ECO;Daniel VANETTI;833;1.21;2.51;non
13_5;69062;48.03;DVD;Maurice DI NOCERA;794;1.15;2.39;non
13_5;69062;48.03;ECO;Yves CASTANET;556;0.81;1.68;non
13_5;69062;48.03;RDG;Sébastien DESILLE;447;0.65;1.35;non
13_5;69062;48.03;DVD;Patrick THEVENIN;431;0.62;1.3;non
13_5;69062;48.03;DLF;Mathilde GOUIN;366;0.53;1.1;non
13_5;69062;48.03;EXG;Nathalie MALHOLE;159;0.23;0.48;non
13_5;69062;48.03;DIV;Sophie GASPAR;157;0.23;0.47;non
13_5;69062;48.03;ECO;Ahmed AZOUAOU;156;0.23;0.47;non
13_5;69062;48.03;DVG;Akim MIMOUN;143;0.21;0.43;non
13_5;69062;48.03;EXG;Corinne RAYNAUD;67;0.1;0.2;non
13_5;69062;48.03;DVD;Philippe MOUROT;56;0.08;0.17;non
13_5;69062;48.03;REG;Anne TOMASI;56;0.08;0.17;non
13_5;69062;48.03;DIV;Grégory SLAMA;55;0.08;0.17;non
13_5;69062;48.03;DIV;Victoire BOURGEAT;32;0.05;0.1;non
13_5;69062;48.03;DVD;Jean-Claude BELENGUIER;3;0.0;0.01;non
13_5;69062;48.03;DIV;Pierre-Frédéric ZIEBA;0;0.0;0.0;non
13_7;65450;31.73;FN;Sophie GRECH;4789;7.32;23.06;oui
13_7;65450;31.73;REM;Saïd AHAMADA;4125;6.3;19.86;oui
13_7;65450;31.73;SOC;Henri JIBRAYEL;3511;5.36;16.91;non
13_7;65450;31.73;FI;Ouali BRINIS;3064;4.68;14.75;non
13_7;65450;31.73;COM;Jean-Marc COPPOLA;1661;2.54;8.0;non
13_7;65450;31.73;UDI;Arlette FRUCTUS;1121;1.71;5.4;non
13_7;65450;31.73;ECO;Lydia FRENTZEL;551;0.84;2.65;non
13_7;65450;31.73;DVG;Haouaria HADJ-CHIKH;533;0.81;2.57;non
13_7;65450;31.73;DLF;Jean-Marc CORTEGGIANI;362;0.55;1.74;non
13_7;65450;31.73;DIV;Nadia ZIDANE;288;0.44;1.39;non
13_7;65450;31.73;ECO;Emea Brigitte VLAEMYNCK;235;0.36;1.13;non
13_7;65450;31.73;EXG;Danièle PÉCOUT;188;0.29;0.91;non
13_7;65450;31.73;ECO;Albert VOGUIE;112;0.17;0.54;non
13_7;65450;31.73;ECO;Youssouf MOHAMED;102;0.16;0.49;non
13_7;65450;31.73;EXG;Martine DUPUY;95;0.15;0.46;non
13_7;65450;31.73;DVG;Katia YAKOUBI;31;0.05;0.15;non
13_9;96954;45.82;MDM;Sylvie BRUNET;13655;14.08;30.74;oui
13_9;96954;45.82;LR;Bernard DEFLESSELLES;10558;10.89;23.77;oui
13_9;96954;45.82;FN;Hervé ITRAC;8153;8.41;18.35;non
13_9;96954;45.82;FI;Sylvie PILLE-LESOU;6918;7.14;15.57;non
13_9;96954;45.82;DVG;Raymond LLORET;904;0.93;2.03;non
13_9;96954;45.82;SOC;Stéphanie HARKANE;812;0.84;1.83;non
13_9;96954;45.82;ECO;Nicolas LAPEYRE;709;0.73;1.6;non
13_9;96954;45.82;DIV;Christian MUSUMECI;507;0.52;1.14;non
13_9;96954;45.82;DLF;Colette GEREUX;491;0.51;1.11;non
13_9;96954;45.82;DIV;Christophe AMOUROUX;415;0.43;0.93;non
13_9;96954;45.82;EXG;François OTCHAKOVSKY-LAURENS;334;0.34;0.75;non
13_9;96954;45.82;EXD;Elisabeth LALESART;304;0.31;0.68;non
13_9;96954;45.82;RDG;Patricia PAWLAK;227;0.23;0.51;non
13_9;96954;45.82;ECO;Boualam AKSIL;223;0.23;0.5;non
13_9;96954;45.82;DIV;Elodie SERY;215;0.22;0.48;non
13_8;100094;46.24;REM;Jean-Marc ZULESI;15850;15.84;34.24;oui
13_8;100094;46.24;FN;Antoine BAUDINO;11041;11.03;23.85;oui
13_8;100094;46.24;LR;Sandra DALBIN;7062;7.06;15.26;non
13_8;100094;46.24;FI;Nadia GRAINDORGE;5103;5.1;11.02;non
13_8;100094;46.24;SOC;Clément ACAR;1202;1.2;2.6;non
13_8;100094;46.24;ECO;Mathieu SAINTAGNE;1029;1.03;2.22;non
13_8;100094;46.24;DLF;Christiane PUJOL;997;1.0;2.15;non
13_8;100094;46.24;COM;Michel FRATE;931;0.93;2.01;non
13_8;100094;46.24;ECO;Michel CANTINOL;672;0.67;1.45;non
13_8;100094;46.24;DVG;Khaled BEGHOUACH;553;0.55;1.19;non
13_8;100094;46.24;DIV;Ange TINELLI;365;0.36;0.79;non
13_8;100094;46.24;DIV;Christian PERI;326;0.33;0.7;non
13_8;100094;46.24;RDG;Véronique ASSIOURAS;324;0.32;0.7;non
13_8;100094;46.24;DIV;Geneviève MONTÉNÉRO;248;0.25;0.54;non
13_8;100094;46.24;ECO;Jérôme RAVENET;221;0.22;0.48;non
13_8;100094;46.24;EXG;Rémy BAZZALI;204;0.2;0.44;non
13_8;100094;46.24;DVD;Jean-Marie MURE-RAVAUD;158;0.16;0.34;non
12_2;69771;57.61;REM;Anne BLANC;15563;22.31;38.72;oui
12_2;69771;57.61;LR;André AT;8110;11.62;20.18;oui
12_2;69771;57.61;FI;Pascal MAZET;6478;9.28;16.12;non
12_2;69771;57.61;SOC;Bertrand CAVALERIE;4567;6.55;11.36;non
12_2;69771;57.61;FN;Bruno LELEU;3212;4.6;7.99;non
12_2;69771;57.61;ECO;Guy PEZET;1750;2.51;4.35;non
12_2;69771;57.61;EXG;Philippe MOLINIÉ;274;0.39;0.68;non
12_2;69771;57.61;DIV;Juliette GOUDIN;243;0.35;0.6;non
13_10;106112;46.79;REM;François-Michel LAMBERT;16122;15.19;32.47;oui
13_10;106112;46.79;FN;Laurent JACOBELLI;10862;10.24;21.88;oui
13_10;106112;46.79;UDI;Bruno GENZANA;5615;5.29;11.31;non
13_10;106112;46.79;FI;Jacques CHARTON;5317;5.01;10.71;non
13_10;106112;46.79;DVD;Serge PEROTTINO;3621;3.41;7.29;non
13_10;106112;46.79;COM;Eric SORDET;2151;2.03;4.33;non
13_10;106112;46.79;ECO;Rémy CARRODANO;1486;1.4;2.99;non
13_10;106112;46.79;ECO;Patrice DAUDÉ;868;0.82;1.75;non
13_10;106112;46.79;SOC;Vincent COULOMB;842;0.79;1.7;non
13_10;106112;46.79;DLF;Bastien BEAUDOIN;808;0.76;1.63;non
13_10;106112;46.79;DIV;Lucie DESBLANCS;619;0.58;1.25;non
13_10;106112;46.79;EXD;Olivier BIANCIOTTO;401;0.38;0.81;non
13_10;106112;46.79;DIV;Frédéric LECLAIR;292;0.28;0.59;non
13_10;106112;46.79;DIV;Gaël FRECHET;264;0.25;0.53;non
13_10;106112;46.79;EXG;Jean-Claude VALIENTE;206;0.19;0.41;non
13_10;106112;46.79;DVG;Josianne GUEY;177;0.17;0.36;non
13_10;106112;46.79;ECO;Nathalie MINARI;0;0.0;0.0;non
13_11;89268;46.11;MDM;Mohamed LAQHILA;14495;16.24;35.21;oui
13_11;89268;46.11;LR;Christian KERT;8041;9.01;19.53;oui
13_11;89268;46.11;FN;Maximilien FUSONE;7413;8.3;18.01;non
13_11;89268;46.11;FI;Claudie HUBERT;4489;5.03;10.9;non
13_11;89268;46.11;COM;André MOLINO;2449;2.74;5.95;non
13_11;89268;46.11;ECO;Dorian HISPA;1410;1.58;3.43;non
13_11;89268;46.11;ECO;Eric TALLES;1051;1.18;2.55;non
13_11;89268;46.11;DLF;Gérald UBAUD;586;0.66;1.42;non
13_11;89268;46.11;DIV;Romain HADJALI;285;0.32;0.69;non
13_11;89268;46.11;DIV;Angélique BONTOUX;278;0.31;0.68;non
13_11;89268;46.11;DIV;Edwige MAUCHAMP;253;0.28;0.61;non
13_11;89268;46.11;DVG;M'Tira Souad HAMMAL;206;0.23;0.5;non
13_11;89268;46.11;EXG;Emilie MARIA;180;0.2;0.44;non
13_11;89268;46.11;DVD;Guilhem D'URBAL;29;0.03;0.07;non
13_14;96529;48.91;REM;Anne-Laurence PETEL;17552;18.18;37.18;oui
13_14;96529;48.91;LR;Stéphane PAOLI;7937;8.22;16.81;oui
13_14;96529;48.91;FN;Nathalie CHEVILLARD;6119;6.34;12.96;non
13_14;96529;48.91;FI;Hélène LE CACHEUX;6024;6.24;12.76;non
13_14;96529;48.91;SOC;Jean-David CIOT;4096;4.24;8.68;non
13_14;96529;48.91;COM;Josiane DURRIEU;1081;1.12;2.29;non
13_14;96529;48.91;DVD;Josefa MAUNIER;781;0.81;1.65;non
13_14;96529;48.91;RDG;Laure PAPOUNAUD;597;0.62;1.26;non
13_14;96529;48.91;DLF;Pierre CAYOL;558;0.58;1.18;non
13_14;96529;48.91;DIV;Éric ETIENNE;444;0.46;0.94;non
13_14;96529;48.91;DIV;Martial COUTURIER;408;0.42;0.86;non
13_14;96529;48.91;DVD;Philippe RENAULT-GUILLEMET;357;0.37;0.76;non
13_14;96529;48.91;ECO;Hamza BELKOLLI;335;0.35;0.71;non
13_14;96529;48.91;EXD;Josyane SOLARI;308;0.32;0.65;non
13_14;96529;48.91;DIV;Bertrand LE BESQUE;247;0.26;0.52;non
13_14;96529;48.91;EXG;Anne ROCHE;226;0.23;0.48;non
13_14;96529;48.91;ECO;Olivia FRANZI-LABIAD;59;0.06;0.12;non
13_14;96529;48.91;DIV;Jean-Charles POUPEL;43;0.04;0.09;non
13_14;96529;48.91;DIV;Lucas DUREUIL;36;0.04;0.08;non
10_2;73873;50.07;REM;Djamila HADDAD;11251;15.23;30.42;oui
10_2;73873;50.07;LR;Valérie BAZIN-MALGRAS;8947;12.11;24.19;oui
10_2;73873;50.07;FN;Jean-Christophe LEFEVRE;8041;10.88;21.74;non
10_2;73873;50.07;FI;Elise GEHIN;2829;3.83;7.65;non
10_2;73873;50.07;DVD;Sybille BERTAIL;2410;3.26;6.52;non
10_2;73873;50.07;SOC;Virgil HENNEQUIN;976;1.32;2.64;non
10_2;73873;50.07;ECO;Benjamin BIRENE;903;1.22;2.44;non
10_2;73873;50.07;COM;Gisèle MALAVAL;566;0.77;1.53;non
10_2;73873;50.07;DIV;Frédéric FAYS;317;0.43;0.86;non
10_2;73873;50.07;DIV;Olivier TAMARIO;222;0.3;0.6;non
10_2;73873;50.07;DIV;Françoise JOUVE;193;0.26;0.52;non
10_2;73873;50.07;EXG;Julien CYNOBER;177;0.24;0.48;non
10_2;73873;50.07;DVG;Patricia PEYRAUD;159;0.22;0.43;non
13_12;92158;43.22;LR;Eric DIARD;9819;10.65;24.65;oui
13_12;92158;43.22;REM;Camille BAL;9428;10.23;23.67;oui
13_12;92158;43.22;FN;Jean-Lin LACAPELLE;8706;9.45;21.86;non
13_12;92158;43.22;FI;Damien MERONO;4044;4.39;10.15;non
13_12;92158;43.22;EXD;Jacques CLOSTERMANN;1892;2.05;4.75;non
13_12;92158;43.22;COM;Laurence JOUANAUD;1734;1.88;4.35;non
13_12;92158;43.22;SOC;Isabelle ROVARINO;1263;1.37;3.17;non
13_12;92158;43.22;ECO;Nathalie SIRBEN;1031;1.12;2.59;non
13_12;92158;43.22;ECO;Angela LAVERGNE;606;0.66;1.52;non
13_12;92158;43.22;DLF;Gérard FAISSAL;513;0.56;1.29;non
13_12;92158;43.22;DIV;Fat DERDOUR;290;0.31;0.73;non
13_12;92158;43.22;DIV;Virginie PETIOT;193;0.21;0.48;non
13_12;92158;43.22;DIV;Jean-Yves ROSIOD;157;0.17;0.39;non
13_12;92158;43.22;EXG;François ROCHE;152;0.16;0.38;non
13_13;93817;45.22;COM;Pierre DHARRÉVILLE;12435;13.25;29.31;oui
13_13;93817;45.22;REM;Magali SIREROLS;10159;10.83;23.95;oui
13_13;93817;45.22;FN;Emmanuel FOUQUART;10073;10.74;23.74;non
13_13;93817;45.22;LR;Jean-Luc DI MARIA;3718;3.96;8.76;non
13_13;93817;45.22;ECO;Eveline LELIEUR;1135;1.21;2.68;non
13_13;93817;45.22;UDI;Fabienne BONTEMPS;1074;1.14;2.53;non
13_13;93817;45.22;DLF;Audrey CORRAL;942;1.0;2.22;non
13_13;93817;45.22;ECO;Ariane ROQUES;861;0.92;2.03;non
13_13;93817;45.22;SOC;Lionel JAREMA;804;0.86;1.9;non
13_13;93817;45.22;EXG;Cyril MÉTRAL;564;0.6;1.33;non
13_13;93817;45.22;DIV;Marie MAINVILLE;304;0.32;0.72;non
13_13;93817;45.22;DIV;Denis FAUCHEUR;237;0.25;0.56;non
13_13;93817;45.22;DVD;Véronique IORIO;119;0.13;0.28;non
13_13;93817;45.22;ECO;Younes LABIAD;1;0.0;0.0;non
13_15;104791;49.47;REM;Nathalie FARRO;15941;15.21;30.75;oui
13_15;104791;49.47;LR;Bernard REYNÈS;13488;12.87;26.02;oui
13_15;104791;49.47;FN;Jean-Alexandre MOUSSET-SEISSON;11068;10.56;21.35;non
13_15;104791;49.47;FI;Michèle JUNG;5448;5.2;10.51;non
13_15;104791;49.47;ECO;Hélène HAENSLER;1711;1.63;3.3;non
13_15;104791;49.47;ECO;Cécile MOLL;1277;1.22;2.46;non
13_15;104791;49.47;COM;Florence CASTANET;944;0.9;1.82;non
13_15;104791;49.47;DLF;Lucas GARCIA MATEO;838;0.8;1.62;non
13_15;104791;49.47;DIV;Jean-Marc FORTANÉ;618;0.59;1.19;non
13_15;104791;49.47;DIV;Denise TABARACCI;259;0.25;0.5;non
13_15;104791;49.47;EXG;Noëlle LAGRANGE;245;0.23;0.47;non
